AQI,Concentration,Date,Health,Location,count
15.01736111,3.604166667,9/7/15,good,Bend,
13.07291667,3.1375,9/7/15,good,La Grande,
8.211805556,1.970833333,9/7/15,good,Medford,
34.34027778,8.241666667,9/7/15,good,Portland,
11.73611111,2.816666667,9/6/15,good,Bend,
16.45833333,3.95,9/6/15,good,La Grande,
12.08333333,2.9,9/6/15,good,Medford,
26.25,6.3,9/6/15,good,Portland,
9.809027778,2.354166667,9/5/15,good,Bend,
15.22569444,3.654166667,9/5/15,good,La Grande,
5.503472222,1.320833333,9/5/15,good,Medford,
28.02083333,6.725,9/5/15,good,Portland,
9.965277778,2.391666667,9/4/15,good,Bend,
12.66304348,3.039130435,9/4/15,good,La Grande,
5.815972222,1.395833333,9/4/15,good,Medford,
26.82291667,6.4375,9/4/15,good,Portland,
9.149305556,2.195833333,9/3/15,good,Bend,
8.680555556,2.083333333,9/3/15,good,La Grande,
12.5,3,9/3/15,good,Medford,
16.66666667,4,9/3/15,good,Portland,
9.895833333,2.375,9/2/15,good,Bend,
13.05555556,3.133333333,9/2/15,good,La Grande,
10.51136364,2.522727273,9/2/15,good,Medford,
11.47569444,2.754166667,9/2/15,good,Portland,
12.17013889,2.920833333,9/1/15,good,Bend,
14.6875,3.525,9/1/15,good,La Grande,
16.94444444,4.066666667,9/1/15,good,Medford,
13.97569444,3.354166667,9/1/15,good,Portland,
11.23263889,2.695833333,8/31/15,good,Bend,
15.64236111,3.754166667,8/31/15,good,La Grande,
19.58333333,4.7,8/31/15,good,Medford,
20.41666667,4.9,8/31/15,good,Portland,
9.53125,2.2875,8/30/15,good,Bend,
13.55072464,3.252173913,8/30/15,good,La Grande,
14.14930556,3.395833333,8/30/15,good,Medford,
17.22222222,4.133333333,8/30/15,good,Portland,
19.65277778,4.716666667,8/29/15,good,Bend,
57.16005007,15.02916667,8/29/15,mod,La Grande,
39.89583333,9.575,8/29/15,good,Medford,
11.18055556,2.683333333,8/29/15,good,Portland,
69.19098712,20.75,8/28/15,MOD,Bend,
67.74517167,20.0625,8/28/15,mod,La Grande,
100,35.4,8/28/15,mod,Medford,
15.41666667,3.7,8/28/15,good,Portland,
82.79041488,27.21666667,8/27/15,MOD,Bend,
82.38733906,27.025,8/27/15,mod,La Grande,
121.6526382,43.8875,8/27/15,UFSG,Medford,
35.20833333,8.45,8/27/15,good,Portland,
78.07389438,24.97391304,8/26/15,MOD,Bend,
107.4122697,38.10416667,8/26/15,UFSG,La Grande,
133.0742845,48.52608696,8/26/15,UFSG,Medford,
32.03125,7.6875,8/26/15,good,Portland,
88.00411302,29.69583333,8/25/15,MOD,Bend,
133.9436767,48.87916667,8/25/15,UFSG,La Grande,
130.0552764,47.3,8/25/15,UFSG,Medford,
19.16666667,4.6,8/25/15,good,Portland,
129.9937186,47.275,8/24/15,UFSG,Bend,
152.4030788,58.2173913,8/24/15,Unhealthy,La Grande,
152.2370478,57.89583333,8/24/15,Unhealthy,Medford,
17.17013889,4.120833333,8/24/15,good,Portland,
154.764928,62.79166667,8/23/15,Unhealthy,Bend,
161.3481735,75.54166667,8/23/15,Unhealthy,La Grande,
156.6430892,66.42916667,8/23/15,Unhealthy,Medford,
151.5421496,56.55,8/23/15,Unhealthy,Portland,
96.6176681,33.79166667,8/22/15,MOD,Bend,
135.8827471,49.66666667,8/22/15,UFSG,La Grande,
126.361809,45.8,8/22/15,UFSG,Medford,
151.3097998,56.1,8/22/15,Unhealthy,Portland,
21.19791667,5.0875,8/21/15,good,Bend,
13.00347222,3.120833333,8/21/15,good,La Grande,
58.01001431,15.43333333,8/21/15,mod,Medford,
14.07986111,3.379166667,8/21/15,good,Portland,
22.60416667,5.425,8/20/15,good,Bend,
35.20833333,8.45,8/20/15,good,La Grande,
46.45833333,11.15,8/20/15,good,Medford,
11.64930556,2.795833333,8/20/15,good,Portland,
78.40915594,25.13333333,8/19/15,MOD,Bend,
93.65593705,32.38333333,8/19/15,mod,La Grande,
93.4806867,32.3,8/19/15,mod,Medford,
36.66666667,8.8,8/19/15,good,Portland,
93.94510014,32.52083333,8/18/15,MOD,Bend,
87.53969957,29.475,8/18/15,mod,La Grande,
134.5592546,49.12916667,8/18/15,UFSG,Medford,
56.30132332,14.62083333,8/18/15,mod,Portland,
76.84942775,24.39166667,8/17/15,MOD,Bend,
103.0929648,36.35,8/17/15,UFSG,La Grande,
113.9989531,40.77916667,8/17/15,UFSG,Medford,
21.04166667,5.05,8/17/15,good,Portland,
51.05257511,12.125,8/16/15,MOD,Bend,
41.71875,10.0125,8/16/15,good,La Grande,
52.472103,12.8,8/16/15,mod,Medford,
25,6,8/16/15,good,Portland,
26.84027778,6.441666667,8/15/15,good,Bend,
39.89583333,9.575,8/15/15,good,La Grande,
68.07814735,20.22083333,8/15/15,mod,Medford,
14.13194444,3.391666667,8/15/15,good,Portland,
63.3989628,17.99583333,8/14/15,MOD,Bend,
69.7693133,21.025,8/14/15,mod,La Grande,
67.42972103,19.9125,8/14/15,mod,Medford,
29.61805556,7.108333333,8/14/15,good,Portland,
50.08680556,12.02083333,8/13/15,good,Bend,
70.67185265,21.45416667,8/13/15,mod,La Grande,
93.4806867,32.3,8/13/15,mod,Medford,
47.08333333,11.3,8/13/15,good,Portland,
46.51041667,11.1625,8/12/15,good,Bend,
54.59263233,13.80833333,8/12/15,mod,La Grande,
72.77066617,22.45217391,8/12/15,mod,Medford,
35.03472222,8.408333333,8/12/15,good,Portland,
45.71180556,10.97083333,8/11/15,good,Bend,
48.125,11.55,8/11/15,good,La Grande,
71.51305436,21.85416667,8/11/15,mod,Medford,
27.01388889,6.483333333,8/11/15,good,Portland,
59.99034335,16.375,8/10/15,MOD,Bend,
46.07638889,11.05833333,8/10/15,good,La Grande,
62.35622318,17.5,8/10/15,mod,Medford,
16.25,3.9,8/10/15,good,Portland,
41.11111111,9.866666667,8/9/15,good,Bend,
25.59027778,6.141666667,8/9/15,good,La Grande,
56.80954936,14.8625,8/9/15,mod,Medford,
10.3125,2.475,8/9/15,good,Portland,
15.34722222,3.683333333,8/8/15,good,Bend,
21.14583333,5.075,8/8/15,good,La Grande,
76.84942775,24.39166667,8/8/15,mod,Medford,
7.465277778,1.791666667,8/8/15,good,Portland,
18.05555556,4.333333333,8/7/15,good,Bend,
26.21527778,6.291666667,8/7/15,good,La Grande,
87.59227468,29.5,8/7/15,mod,Medford,
12.91666667,3.1,8/7/15,good,Portland,
11.66666667,2.8,8/6/15,good,Bend,
13.19444444,3.166666667,8/6/15,good,La Grande,
158.3835616,69.8,8/6/15,Unhealthy,Medford,
12.55208333,3.0125,8/6/15,good,Portland,
11.33680556,2.720833333,8/5/15,good,Bend,
11.43115942,2.743478261,8/5/15,good,La Grande,
81.67757511,26.6875,8/5/15,mod,Medford,
12.56944444,3.016666667,8/5/15,good,Portland,
51.66595136,12.41666667,8/4/15,MOD,Bend,
37.76041667,9.0625,8/4/15,good,La Grande,
97.05579399,34,8/4/15,mod,Medford,
14.58333333,3.5,8/4/15,good,Portland,
55.33744635,14.1625,8/3/15,MOD,Bend,
51.56956366,12.37083333,8/3/15,mod,La Grande,
163.8179663,80.325,8/3/15,Unhealthy,Medford,
20.20833333,4.85,8/3/15,good,Portland,
25.59027778,6.141666667,8/2/15,good,Bend,
43.45486111,10.42916667,8/2/15,good,La Grande,
167.3376361,87.14166667,8/2/15,Unhealthy,Medford,
32.46527778,7.791666667,8/2/15,good,Portland,
29.80902778,7.154166667,8/1/15,good,Bend,
24.77430556,5.945833333,8/1/15,good,La Grande,
180.1728135,112,8/1/15,Unhealthy,Medford,
27.08333333,6.5,8/1/15,good,Portland,
33.71527778,8.091666667,7/31/15,good,Bend,
23.83680556,5.720833333,7/31/15,good,La Grande,
164.2267299,81.11666667,7/31/15,Unhealthy,Medford,
17.34375,4.1625,7/31/15,good,Portland,
15.26041667,3.6625,7/30/15,good,Bend,
19.375,4.65,7/30/15,good,La Grande,
37.17013889,8.920833333,7/30/15,good,Medford,
16.05902778,3.854166667,7/30/15,good,Portland,
13.48958333,3.2375,7/29/15,good,Bend,
14.58333333,3.5,7/29/15,good,La Grande,
20,4.8,7/29/15,good,Medford,
20.83333333,5,7/29/15,good,Portland,
10.71180556,2.570833333,7/28/15,good,Bend,
12.5,3,7/28/15,good,La Grande,
10.78125,2.5875,7/28/15,good,Medford,
11.33680556,2.720833333,7/28/15,good,Portland,
8.315972222,1.995833333,7/27/15,good,Bend,
8.4375,2.025,7/27/15,good,La Grande,
10.29513889,2.470833333,7/27/15,good,Medford,
11.80555556,2.833333333,7/27/15,good,Portland,
11.57986111,2.779166667,7/26/15,good,Bend,
10.20833333,2.45,7/26/15,good,La Grande,
10.41666667,2.5,7/26/15,good,Medford,
12.5,3,7/26/15,good,Portland,
10.59027778,2.541666667,7/25/15,good,Bend,
15.01736111,3.604166667,7/25/15,good,La Grande,
12.22222222,2.933333333,7/25/15,good,Medford,
15.625,3.75,7/25/15,good,Portland,
10.3125,2.475,7/24/15,good,Bend,
12.5,3,7/24/15,good,La Grande,
17.62152778,4.229166667,7/24/15,good,Medford,
19.53125,4.6875,7/24/15,good,Portland,
11.66666667,2.8,7/23/15,good,Bend,
12.51736111,3.004166667,7/23/15,good,La Grande,
20.41666667,4.9,7/23/15,good,Medford,
13.33333333,3.2,7/23/15,good,Portland,
13.95833333,3.35,7/22/15,good,Bend,
12.55208333,3.0125,7/22/15,good,La Grande,
12.88043478,3.091304348,7/22/15,good,Medford,
13.64583333,3.275,7/22/15,good,Portland,
10.52083333,2.525,7/21/15,good,Bend,
10.74652778,2.579166667,7/21/15,good,La Grande,
14.67013889,3.520833333,7/21/15,good,Medford,
9.722222222,2.333333333,7/21/15,good,Portland,
14.07986111,3.379166667,7/20/15,good,Bend,
17.82986111,4.279166667,7/20/15,good,La Grande,
21.66666667,5.2,7/20/15,good,Medford,
12.5,3,7/20/15,good,Portland,
18.80208333,4.5125,7/19/15,good,Bend,
18.80208333,4.5125,7/19/15,good,La Grande,
19.02777778,4.566666667,7/19/15,good,Medford,
28.48958333,6.8375,7/19/15,good,Portland,
16.09375,3.8625,7/18/15,good,Bend,
16.68478261,4.004347826,7/18/15,good,La Grande,
16.02430556,3.845833333,7/18/15,good,Medford,
21.84027778,5.241666667,7/18/15,good,Portland,
11.40625,2.7375,7/17/15,good,Bend,
15.41666667,3.7,7/17/15,good,La Grande,
15,3.6,7/17/15,good,Medford,
15.41666667,3.7,7/17/15,good,Portland,
19.30555556,4.633333333,7/16/15,good,Bend,
14.58333333,3.5,7/16/15,good,La Grande,
12.70833333,3.05,7/16/15,good,Medford,
10.59027778,2.541666667,7/16/15,good,Portland,
13.95833333,3.35,7/15/15,good,Bend,
14.21875,3.4125,7/15/15,good,La Grande,
12.34375,2.9625,7/15/15,good,Medford,
12.29166667,2.95,7/15/15,good,Portland,
17.22222222,4.133333333,7/14/15,good,Bend,
17.67361111,4.241666667,7/14/15,good,La Grande,
16.25,3.9,7/14/15,good,Medford,
8.333333333,2,7/14/15,good,Portland,
17.98611111,4.316666667,7/13/15,good,Bend,
20.74652778,4.979166667,7/13/15,good,La Grande,
20.17361111,4.841666667,7/13/15,good,Medford,
11.54513889,2.770833333,7/13/15,good,Portland,
24.14930556,5.795833333,7/12/15,good,Bend,
29.34027778,7.041666667,7/12/15,good,La Grande,
20.65972222,4.958333333,7/12/15,good,Medford,
12.93402778,3.104166667,7/12/15,good,Portland,
21.45833333,5.15,7/11/15,good,Bend,
21.71875,5.2125,7/11/15,good,La Grande,
15,3.6,7/11/15,good,Medford,
12.91666667,3.1,7/11/15,good,Portland,
17.25694444,4.141666667,7/10/15,good,Bend,
27.10069444,6.504166667,7/10/15,good,La Grande,
20.71180556,4.970833333,7/10/15,good,Medford,
35.71180556,8.570833333,7/10/15,good,Portland,
21.63194444,5.191666667,7/9/15,good,Bend,
38.88888889,9.333333333,7/9/15,good,La Grande,
32.33695652,7.760869565,7/9/15,good,Medford,
65.70350501,19.09166667,7/9/15,mod,Portland,
19.65277778,4.716666667,7/8/15,good,Bend,
26.92708333,6.4625,7/8/15,good,La Grande,
26.25,6.3,7/8/15,good,Medford,
25.41666667,6.1,7/8/15,good,Portland,
25.65972222,6.158333333,7/7/15,good,Bend,
22.39583333,5.375,7/7/15,good,La Grande,
22.06597222,5.295833333,7/7/15,good,Medford,
16.07638889,3.858333333,7/7/15,good,Portland,
19.28819444,4.629166667,7/6/15,good,Bend,
46.85763889,11.24583333,7/6/15,good,La Grande,
25.03472222,6.008333333,7/6/15,good,Medford,
26.71875,6.4125,7/6/15,good,Portland,
19.34027778,4.641666667,7/5/15,good,Bend,
36.11111111,8.666666667,7/5/15,good,La Grande,
36.25,8.7,7/5/15,good,Medford,
56.67811159,14.8,7/5/15,mod,Portland,
49.20138889,11.80833333,7/4/15,good,Bend,
34.69202899,8.326086957,7/4/15,good,La Grande,
55.62660944,14.3,7/4/15,mod,Medford,
38.24652778,9.179166667,7/4/15,good,Portland,
25,6,7/3/15,good,Bend,
27.46527778,6.591666667,7/3/15,good,La Grande,
25.60763889,6.145833333,7/3/15,good,Medford,
28.64583333,6.875,7/3/15,good,Portland,
31.14583333,7.475,7/2/15,good,Bend,
24.30555556,5.833333333,7/2/15,good,La Grande,
30,7.2,7/2/15,good,Medford,
31.66666667,7.6,7/2/15,good,Portland,
24.23611111,5.816666667,7/1/15,good,Bend,
26.90972222,6.458333333,7/1/15,good,La Grande,
26.66666667,6.4,7/1/15,good,Medford,
20,4.8,7/1/15,good,Portland,
6.722222222,1.613333333,9/30/14,Good,Bend,
8.486458333,2.03675,9/30/14,Good,La Grande,
12.5,3,9/30/14,Good,Medford,
23.10763889,5.545833333,9/30/14,Good,Portland,
10.725,2.574,9/29/14,Good,Bend,
17.00520833,4.08125,9/29/14,Good,La Grande,
14.16666667,3.4,9/29/14,Good,Medford,
30.41666667,7.3,9/29/14,Good,Portland,
15.30833333,3.674,9/28/14,Good,Bend,
15.73645833,3.77675,9/28/14,Good,La Grande,
20.03125,4.8075,9/28/14,Good,Medford,
33.87152778,8.129166667,9/28/14,Good,Portland,
8.066666667,1.936,9/27/14,Good,Bend,
14.19583333,3.407,9/27/14,Good,La Grande,
15.59375,3.7425,9/27/14,Good,Medford,
22.27430556,5.345833333,9/27/14,Good,Portland,
6.783333333,1.628,9/26/14,Good,Bend,
13.89375,3.3345,9/26/14,Good,La Grande,
10.83333333,2.6,9/26/14,Good,Medford,
17.5,4.2,9/26/14,Good,Portland,
12.34444444,2.962666667,9/25/14,Good,Bend,
12.534375,3.00825,9/25/14,Good,La Grande,
13.5625,3.255,9/25/14,Good,Medford,
18.62847222,4.470833333,9/25/14,Good,Portland,
14.76666667,3.544,9/24/14,Good,Bend,
23.53020833,5.64725,9/24/14,Good,La Grande,
11.53125,2.7675,9/24/14,Good,Medford,
20.83333333,5,9/24/14,Good,Portland,
35.84166667,8.602,9/23/14,Good,Bend,
38.69479167,9.28675,9/23/14,Good,La Grande,
26.25,6.3,9/23/14,Good,Medford,
55.62660944,14.3,9/23/14,Mod,Portland,
30.95277778,7.428666667,9/22/14,Good,Bend,
28.60520833,6.86525,9/22/14,Good,La Grande,
39.25,9.42,9/22/14,Good,Medford,
18.87152778,4.529166667,9/22/14,Good,Portland,
18.48611111,4.436666667,9/21/14,Good,Bend,
28.81666667,6.916,9/21/14,Good,La Grande,
53.36062232,13.2225,9/21/14,mod,Medford,
30.46875,7.3125,9/21/14,Good,Portland,
19.86111111,4.766666667,9/20/14,Good,Bend,
20.63020833,4.95125,9/20/14,Good,La Grande,
31.25,7.5,9/20/14,Good,Medford,
15.50347222,3.720833333,9/20/14,Good,Portland,
14.63611111,3.512666667,9/19/14,Good,Bend,
18.09270833,4.34225,9/19/14,Good,La Grande,
22.09375,5.3025,9/19/14,Good,Medford,
22.15277778,5.316666667,9/19/14,Good,Portland,
25.81944444,6.196666667,9/18/14,Good,Bend,
51.53311159,12.3535,9/18/14,mod,La Grande,
50.0625,12.015,9/18/14,Good,Medford,
41.5942029,9.982608696,9/18/14,Good,Portland,
61.00889843,16.85933333,9/17/14,mod,Bend,
45.49166667,10.918,9/17/14,Good,La Grande,
95.58369099,33.3,9/17/14,mod,Medford,
52.02521459,12.5875,9/17/14,Mod,Portland,
32.87777778,7.890666667,9/16/14,Good,Bend,
33.015625,7.92375,9/16/14,Good,La Grande,
66.53594421,19.4875,9/16/14,mod,Medford,
46.59722222,11.18333333,9/16/14,Good,Portland,
28.53888889,6.849333333,9/15/14,Good,Bend,
37.93958333,9.1055,9/15/14,Good,La Grande,
60.17435622,16.4625,9/15/14,mod,Medford,
56.94098712,14.925,9/15/14,Mod,Portland,
33.30555556,7.993333333,9/14/14,Good,Bend,
37.75833333,9.062,9/14/14,Good,La Grande,
53.94420601,13.5,9/14/14,mod,Medford,
27.08333333,6.5,9/14/14,Good,Portland,
32.11388889,7.707333333,9/13/14,Good,Bend,
27.00416667,6.481,9/13/14,Good,La Grande,
54.0861588,13.5675,9/13/14,mod,Medford,
18.68055556,4.483333333,9/13/14,Good,Portland,
17.78333333,4.268,9/12/14,Good,Bend,
23.228125,5.57475,9/12/14,Good,La Grande,
61.97242489,17.3175,9/12/14,mod,Medford,
19.49652778,4.679166667,9/12/14,Good,Portland,
10.725,2.574,9/11/14,Good,Bend,
17.51875,4.2045,9/11/14,Good,La Grande,
46.66666667,11.2,9/11/14,Good,Medford,
10,2.4,9/11/14,Good,Portland,
11.70277778,2.808666667,9/10/14,Good,Bend,
11.71875,2.8125,9/10/14,Good,La Grande,
20.11956522,4.828695652,9/10/14,Good,Medford,
21.59722222,5.183333333,9/10/14,Good,Portland,
10.69444444,2.566666667,9/9/14,Good,Bend,
9.3625,2.247,9/9/14,Good,La Grande,
19.89130435,4.773913043,9/9/14,Good,Medford,
16.16319444,3.879166667,9/9/14,Good,Portland,
56.98409871,14.9455,9/8/14,mod,Bend,
33.25729167,7.98175,9/8/14,Good,La Grande,
66.98283262,19.7,9/8/14,mod,Medford,
17.91666667,4.3,9/8/14,Good,Portland,
56.79027182,14.85333333,9/7/14,mod,Bend,
22.06050725,5.294521739,9/7/14,Good,La Grande,
92.69206009,31.925,9/7/14,mod,Medford,
44.80902778,10.75416667,9/7/14,Good,Portland,
12.00833333,2.882,9/6/14,Good,Bend,
21.80833333,5.234,9/6/14,Good,La Grande,
85.2491774,28.38583333,9/6/14,mod,Medford,
19.94791667,4.7875,9/6/14,Good,Portland,
9.502777778,2.280666667,9/5/14,Good,Bend,
18.84791667,4.5235,9/5/14,Good,La Grande,
18.33333333,4.4,9/5/14,Good,Medford,
17.91666667,4.3,9/5/14,Good,Portland,
8.463888889,2.031333333,9/4/14,Good,Bend,
12.05104167,2.89225,9/4/14,Good,La Grande,
17.96875,4.3125,9/4/14,Good,Medford,
17.86458333,4.2875,9/4/14,Good,Portland,
7.455555556,1.789333333,9/3/14,Good,Bend,
9.3625,2.247,9/3/14,Good,La Grande,
15.7173913,3.772173913,9/3/14,Good,Medford,
16.49305556,3.958333333,9/3/14,Good,Portland,
8.952777778,2.148666667,9/2/14,Good,Bend,
13.440625,3.22575,9/2/14,Good,La Grande,
15,3.6,9/2/14,Good,Medford,
12.5,3,9/2/14,Good,Portland,
11.70277778,2.808666667,9/1/14,Good,Bend,
13.92395833,3.34175,9/1/14,Good,La Grande,
13.875,3.33,9/1/14,Good,Medford,
21.73611111,5.216666667,9/1/14,Good,Portland,
10.02222222,2.405333333,8/31/14,Good,Bend,
9.90625,2.3775,8/31/14,Good,La Grande,
11.8125,2.835,8/31/14,Good,Medford,
22.56944444,5.416666667,8/31/14,Good,Portland,
15.79722222,3.791333333,8/30/14,Good,Bend,
10.14791667,2.4355,8/30/14,Good,La Grande,
8.333333333,2,8/30/14,Good,Medford,
25,6,8/30/14,Good,Portland,
34.1,8.184,8/29/14,Good,Bend,
11.77916667,2.827,8/29/14,Good,La Grande,
14.125,3.39,8/29/14,Good,Medford,
14.73958333,3.5375,8/29/14,Good,Portland,
85.63788269,28.57066667,8/28/14,mod,Bend,
18.12291667,4.3495,8/28/14,Good,La Grande,
54.29120172,13.665,8/28/14,mod,Medford,
11.25,2.7,8/28/14,Good,Portland,
32.32777778,7.758666667,8/27/14,Good,Bend,
25.73541667,6.1765,8/27/14,Good,La Grande,
59.41201717,16.1,8/27/14,mod,Medford,
20.41666667,4.9,8/27/14,Good,Portland,
18.82222222,4.517333333,8/26/14,Good,Bend,
23.1375,5.553,8/26/14,Good,La Grande,
36.625,8.79,8/26/14,Good,Medford,
51.44688841,12.3125,8/26/14,Mod,Portland,
15.125,3.63,8/25/14,Good,Bend,
16.12916667,3.871,8/25/14,Good,La Grande,
42.4375,10.185,8/25/14,Good,Medford,
29.13194444,6.991666667,8/25/14,Good,Portland,
16.46944444,3.952666667,8/24/14,Good,Bend,
18.72708333,4.4945,8/24/14,Good,La Grande,
31.66666667,7.6,8/24/14,Good,Medford,
34.16666667,8.2,8/24/14,Good,Portland,
15.88888889,3.813333333,8/23/14,Good,Bend,
19.63333333,4.712,8/23/14,Good,La Grande,
21.28125,5.1075,8/23/14,Good,Medford,
39.39236111,9.454166667,8/23/14,Good,Portland,
14.3,3.432,8/22/14,Good,Bend,
16.22898551,3.894956522,8/22/14,Good,La Grande,
13.8125,3.315,8/22/14,Good,Medford,
24.0625,5.775,8/22/14,Good,Portland,
11.79444444,2.830666667,8/21/14,Good,Bend,
15.70625,3.7695,8/21/14,Good,La Grande,
12.91666667,3.1,8/21/14,Good,Medford,
22.5,5.4,8/21/14,Good,Portland,
20.22777778,4.854666667,8/20/14,Good,Bend,
11.5375,2.769,8/20/14,Good,La Grande,
11.1875,2.685,8/20/14,Good,Medford,
20.13888889,4.833333333,8/20/14,Good,Portland,
55.56492132,14.27066667,8/19/14,mod,Bend,
51.24342275,12.21575,8/19/14,mod,La Grande,
52.6666309,12.8925,8/19/14,mod,Medford,
20.13888889,4.833333333,8/19/14,Good,Portland,
45.98611111,11.03666667,8/18/14,Good,Bend,
55.77171674,14.369,8/18/14,mod,La Grande,
49.16666667,11.8,8/18/14,Good,Medford,
26.25,6.3,8/18/14,Good,Portland,
36.94166667,8.866,8/17/14,Good,Bend,
48.965625,11.75175,8/17/14,Good,La Grande,
45.375,10.89,8/17/14,Good,Medford,
29.58333333,7.1,8/17/14,Good,Portland,
34.19166667,8.206,8/16/14,Good,Bend,
35.85520833,8.60525,8/16/14,Good,La Grande,
54.95364807,13.98,8/16/14,mod,Medford,
27.84722222,6.683333333,8/16/14,Good,Portland,
27.62222222,6.629333333,8/15/14,Good,Bend,
36.97291667,8.8735,8/15/14,Good,La Grande,
29.16666667,7,8/15/14,Good,Medford,
23.33333333,5.6,8/15/14,Good,Portland,
35.93333333,8.624,8/14/14,Good,Bend,
22.94311594,5.506347826,8/14/14,Good,La Grande,
32.5,7.8,8/14/14,Good,Medford,
15.67708333,3.7625,8/14/14,Good,Portland,
30.66666667,7.36,8/13/14,Good,Bend,
21.28106061,5.107454545,8/13/14,Good,La Grande,
58.18701717,15.5175,8/13/14,mod,Medford,
15.38194444,3.691666667,8/13/14,Good,Portland,
20.42173913,4.901217391,8/12/14,Good,Bend,
36.51979167,8.76475,8/12/14,Good,La Grande,
53.52360515,13.3,8/12/14,mod,Medford,
42.5,10.2,8/12/14,Good,Portland,
28.20277778,6.768666667,8/11/14,Good,Bend,
85.13701717,28.3325,8/11/14,mod,La Grande,
53.07671674,13.0875,8/11/14,mod,Medford,
58.48319027,15.65833333,8/11/14,Mod,Portland,
32.02222222,7.685333333,8/10/14,Good,Bend,
63.19689914,17.89975,8/10/14,mod,La Grande,
44.09375,10.5825,8/10/14,Good,Medford,
27.1875,6.525,8/10/14,Good,Portland,
16.89722222,4.055333333,8/9/14,Good,Bend,
29.72291667,7.1335,8/9/14,Good,La Grande,
26.66666667,6.4,8/9/14,Good,Medford,
23.75,5.7,8/9/14,Good,Portland,
15.49166667,3.718,8/8/14,Good,Bend,
20.328125,4.87875,8/8/14,Good,La Grande,
18.59375,4.4625,8/8/14,Good,Medford,
18.11594203,4.347826087,8/8/14,Good,Portland,
11.97777778,2.874666667,8/7/14,Good,Bend,
23.5,5.64,8/7/14,Good,La Grande,
14.3125,3.435,8/7/14,Good,Medford,
18.62847222,4.470833333,8/7/14,Good,Portland,
11.18333333,2.684,8/6/14,Good,Bend,
19.81458333,4.7555,8/6/14,Good,La Grande,
15.83333333,3.8,8/6/14,Good,Medford,
10,2.4,8/6/14,Good,Portland,
34.52777778,8.286666667,8/5/14,Good,Bend,
53.42371245,13.2525,8/5/14,mod,La Grande,
33,7.92,8/5/14,Good,Medford,
11.99652778,2.879166667,8/5/14,Good,Portland,
52.34171674,12.738,8/4/14,mod,Bend,
61.26055794,16.979,8/4/14,mod,La Grande,
47.6875,11.445,8/4/14,Good,Medford,
28.88888889,6.933333333,8/4/14,Good,Portland,
53.45630901,13.268,8/3/14,mod,Bend,
55.86319742,14.4125,8/3/14,mod,La Grande,
38.33333333,9.2,8/3/14,Good,Medford,
36.25,8.7,8/3/14,Good,Portland,
51.29862661,12.242,8/2/14,mod,Bend,
56.71834297,14.81913043,8/2/14,mod,La Grande,
53.51834764,13.2975,8/2/14,mod,Medford,
28.71527778,6.891666667,8/2/14,Good,Portland,
26.06388889,6.255333333,8/1/14,Good,Bend,
37.275,8.946,8/1/14,Good,La Grande,
43.0625,10.335,8/1/14,Good,Medford,
21.5625,5.175,8/1/14,Good,Portland,
17.81388889,4.275333333,7/31/14,Good,Bend,
34.7375,8.337,7/31/14,Good,La Grande,
33.33333333,8,7/31/14,Good,Medford,
22.91666667,5.5,7/31/14,Good,Portland,
17.05,4.092,7/30/14,Good,Bend,
29.72291667,7.1335,7/30/14,Good,La Grande,
28.92391304,6.94173913,7/30/14,Good,Medford,
15.12152778,3.629166667,7/30/14,Good,Portland,
20.38055556,4.891333333,7/29/14,Good,Bend,
24.52708333,5.8865,7/29/14,Good,La Grande,
31.34375,7.5225,7/29/14,Good,Medford,
17.96875,4.3125,7/29/14,Good,Portland,
17.14166667,4.114,7/28/14,Good,Bend,
22.65416667,5.437,7/28/14,Good,La Grande,
27.08333333,6.5,7/28/14,Good,Medford,
25.83333333,6.2,7/28/14,Good,Portland,
14.17777778,3.402666667,7/27/14,Good,Bend,
16.09895833,3.86375,7/27/14,Good,La Grande,
20.5625,4.935,7/27/14,Good,Medford,
17.04861111,4.091666667,7/27/14,Good,Portland,
11.24444444,2.698666667,7/26/14,Good,Bend,
12.05104167,2.89225,7/26/14,Good,La Grande,
15.5625,3.735,7/26/14,Good,Medford,
17.74305556,4.258333333,7/26/14,Good,Portland,
9.013888889,2.163333333,7/25/14,Good,Bend,
10.78229167,2.58775,7/25/14,Good,La Grande,
15.41666667,3.7,7/25/14,Good,Medford,
18.75,4.5,7/25/14,Good,Portland,
6.875,1.65,7/24/14,Good,Bend,
9.483333333,2.276,7/24/14,Good,La Grande,
13.875,3.33,7/24/14,Good,Medford,
13.42391304,3.22173913,7/24/14,Good,Portland,
12.1,2.904,7/23/14,Good,Bend,
20.81145833,4.99475,7/23/14,Good,La Grande,
12.39130435,2.973913043,7/23/14,Good,Medford,
13.69791667,3.2875,7/23/14,Good,Portland,
19.89166667,4.774,7/22/14,Good,Bend,
29.72291667,7.1335,7/22/14,Good,La Grande,
17.91666667,4.3,7/22/14,Good,Medford,
19.16666667,4.6,7/22/14,Good,Portland,
8.433333333,2.024,7/21/14,Good,Bend,
26.00072464,6.240173913,7/21/14,Good,La Grande,
13.25,3.18,7/21/14,Good,Medford,
14.49652778,3.479166667,7/21/14,Good,Portland,
5.927777778,1.422666667,7/20/14,Good,Bend,
23.92291667,5.7415,7/20/14,Good,La Grande,
10.375,2.49,7/20/14,Good,Medford,
