AQI,Concentration,Date,Health,Location,count
10.92573052,3.365125,8/24/04,GOOD,Portland,
10.30952652,3.175334167,8/23/04,Good,Bend,
21.05357143,6.4845,8/23/04,GOOD,La Grande,
29.2267316,9.001833333,8/23/04,Good,Medford,
13.98414773,4.3071175,8/23/04,GOOD,Portland,
11.91752706,3.670598333,8/22/04,Good,Bend,
5.519480519,1.7,8/22/04,GOOD,La Grande,
14.61038961,4.5,8/22/04,Good,Medford,
6.818181818,2.1,8/22/04,GOOD,Portland,
23.3160119,7.181331667,8/21/04,Good,Bend,
23.79924242,7.330166667,8/21/04,GOOD,La Grande,
45.98809524,14.16433333,8/21/04,Good,Medford,
18.04532468,5.55796,8/21/04,GOOD,Portland,
19.77433983,6.090496667,8/20/04,Good,Bend,
47.04166667,14.48883333,8/20/04,GOOD,La Grande,
37.75108225,11.62733333,8/20/04,Good,Medford,
15.18745942,4.6777375,8/20/04,GOOD,Portland,
20.03894751,6.171995833,8/19/04,Good,Bend,
51.73869347,15.8,8/19/04,MOD,La Grande,
24.02597403,7.4,8/19/04,Good,Medford,
15.90909091,4.9,8/19/04,GOOD,Portland,
19.18406115,5.908690833,8/18/04,Good,Bend,
43.25838745,13.32358333,8/18/04,GOOD,La Grande,
28.81168831,8.874,8/18/04,Good,Medford,
21.90594968,6.7470325,8/18/04,GOOD,Portland,
25.18862013,7.758095,8/17/04,Good,Bend,
38.51731602,11.86333333,8/17/04,GOOD,La Grande,
26.12987013,8.048,8/17/04,Good,Medford,
21.00346591,6.4690675,8/17/04,GOOD,Portland,
20.83277056,6.416493333,8/16/04,Good,Bend,
37.98701299,11.7,8/16/04,GOOD,La Grande,
30.21645022,9.306666667,8/16/04,Good,Medford,
27.92207792,8.6,8/16/04,GOOD,Portland,
32.35338203,9.964841667,8/15/04,Good,Bend,
39.92207792,12.296,8/15/04,GOOD,La Grande,
36.41017316,11.21433333,8/15/04,Good,Medford,
36.79693182,11.333455,8/15/04,GOOD,Portland,
23.23459416,7.156255,8/14/04,Good,Bend,
39.09199134,12.04033333,8/14/04,GOOD,La Grande,
38.54924242,11.87316667,8/14/04,Good,Medford,
34.13961851,10.5150025,8/14/04,GOOD,Portland,
87.87940678,30.477555,8/13/04,Mod,Bend,
25,7.7,8/13/04,GOOD,La Grande,
39.28571429,12.1,8/13/04,Good,Medford,
24.35064935,7.5,8/13/04,GOOD,Portland,
32.76047078,10.090225,8/12/04,Good,Bend,
31.62121212,9.739333333,8/12/04,GOOD,La Grande,
39.04410173,12.02558333,8/12/04,Good,Medford,
26.41836851,8.1368575,8/12/04,GOOD,Portland,
15.09281926,4.648588333,8/11/04,Good,Bend,
28.66801948,8.82975,8/11/04,GOOD,La Grande,
34.67018398,10.67841667,8/11/04,Good,Medford,
34.61592938,10.66170625,8/11/04,GOOD,Portland,
14.36005952,4.422898333,8/10/04,Good,Bend,
14.28571429,4.4,8/10/04,GOOD,La Grande,
20.77922078,6.4,8/10/04,Good,Medford,
30.84415584,9.5,8/10/04,GOOD,Portland,
13.26091991,4.084363333,8/9/04,Good,Bend,
25.10822511,7.733333333,8/9/04,GOOD,La Grande,
29.32251082,9.031333333,8/9/04,Good,Medford,
20.35167208,6.268315,8/9/04,GOOD,Portland,
9.39357684,2.893221667,8/8/04,Good,Bend,
21.72402597,6.691,8/8/04,GOOD,La Grande,
29.83333333,9.188666667,8/8/04,Good,Medford,
13.98414773,4.3071175,8/8/04,GOOD,Portland,
7.602386364,2.341535,8/7/04,Good,Bend,
5.519480519,1.7,8/7/04,GOOD,La Grande,
12.01298701,3.7,8/7/04,Good,Medford,
8.766233766,2.7,8/7/04,GOOD,Portland,
8.864361472,2.730223333,8/6/04,Good,Bend,
24.88474026,7.6645,8/6/04,GOOD,La Grande,
23.35227273,7.1925,8/6/04,Good,Medford,
12.98138799,3.9982675,8/6/04,GOOD,Portland,
13.9122619,4.284976667,8/5/04,Good,Bend,
33.66450216,10.36866667,8/5/04,GOOD,La Grande,
23.89502165,7.359666667,8/5/04,Good,Medford,
13.78359578,4.2453475,8/5/04,GOOD,Portland,
15.49990801,4.773971667,8/4/04,Good,Bend,
12.66233766,3.9,8/4/04,GOOD,La Grande,
18.83116883,5.8,8/4/04,Good,Medford,
15.25974026,4.7,8/4/04,GOOD,Portland,
15.09281926,4.648588333,8/3/04,Good,Bend,
26.32142857,8.107,8/3/04,GOOD,La Grande,
29.72159091,9.15425,8/3/04,Good,Medford,
14.33511364,4.415215,8/3/04,GOOD,Portland,
11.99894481,3.695675,8/2/04,Good,Bend,
28.68398268,8.834666667,8/2/04,GOOD,La Grande,
32.59496753,10.03925,8/2/04,Good,Medford,
25.56602273,7.874335,8/2/04,GOOD,Portland,
10.53342532,3.244295,8/1/04,Good,Bend,
20.45454545,6.3,8/1/04,GOOD,La Grande,
19.48051948,6,8/1/04,Good,Medford,
25.32467532,7.8,8/1/04,GOOD,Portland,
24.86294913,7.657788333,7/31/04,Good,Bend,
31.65313853,9.749166667,7/31/04,GOOD,La Grande,
30.98268398,9.542666667,7/31/04,Good,Medford,
26.31809253,8.1059725,7/31/04,GOOD,Portland,
40.16948593,12.37220167,7/30/04,Good,Bend,
42.09307359,12.96466667,7/30/04,GOOD,La Grande,
38.48538961,11.8535,7/30/04,Good,Medford,
18.99794643,5.8513675,7/30/04,GOOD,Portland,
25.79925325,7.94617,7/29/04,Good,Bend,
40.58441558,12.5,7/29/04,GOOD,La Grande,
33.44155844,10.3,7/29/04,Good,Medford,
30.51948052,9.4,7/29/04,GOOD,Portland,
31.27459686,9.632575833,7/28/04,Good,Bend,
58.24371022,18.44183333,7/28/04,MOD,La Grande,
31.49350649,9.7,7/28/04,Good,Medford,
38.50162338,11.8585,7/28/04,GOOD,Portland,
17.51499729,5.394619167,7/27/04,Good,Bend,
45.25378788,13.93816667,7/27/04,GOOD,La Grande,
28.2849026,8.71175,7/27/04,Good,Medford,
32.33465097,9.9590725,7/27/04,GOOD,Portland,
18.20704816,5.607770833,7/26/04,Good,Bend,
28.57142857,8.8,7/26/04,GOOD,La Grande,
18.18181818,5.6,7/26/04,Good,Medford,
20.77922078,6.4,7/26/04,GOOD,Portland,
16.19195887,4.987123333,7/25/04,Good,Bend,
29.64177489,9.129666667,7/25/04,GOOD,La Grande,
31.68506494,9.759,7/25/04,Good,Medford,
15.93952922,4.909375,7/25/04,GOOD,Portland,
18.04421266,5.5576175,7/24/04,Good,Bend,
30.08874459,9.267333333,7/24/04,GOOD,La Grande,
34.65422078,10.6735,7/24/04,Good,Medford,
36.59637987,11.271685,7/24/04,GOOD,Portland,
14.01403409,4.3163225,7/23/04,Good,Bend,
16.55844156,5.1,7/23/04,GOOD,La Grande,
25.97402597,8,7/23/04,Good,Medford,
24.35064935,7.5,7/23/04,GOOD,Portland,
12.20248918,3.758366667,7/22/04,Good,Bend,
25.29978355,7.792333333,7/22/04,GOOD,La Grande,
29.96103896,9.228,7/22/04,Good,Medford,
18.39629058,5.6660575,7/22/04,GOOD,Portland,
11.42902056,3.520138333,7/21/04,Good,Bend,
23.94291126,7.374416667,7/21/04,GOOD,La Grande,
26.86417749,8.274166667,7/21/04,Good,Medford,
14.63594156,4.50787,7/21/04,GOOD,Portland,
7.467532468,2.3,7/20/04,Good,Bend,
17.53246753,5.4,7/20/04,GOOD,La Grande,
24.94859307,7.684166667,7/20/04,Good,Medford,
9.74025974,3,7/20/04,GOOD,Portland,
9.230741342,2.843068333,7/19/04,Good,Bend,
,,7/19/04,missing,La Grande,
23.95887446,7.379333333,7/19/04,Good,Medford,
10.37421266,3.1952575,7/19/04,GOOD,Portland,
9.434285714,2.90576,7/18/04,Good,Bend,
40.65638528,12.52216667,7/18/04,GOOD,La Grande,
24.18235931,7.448166667,7/18/04,Good,Medford,
23.30981331,7.1794225,7/18/04,GOOD,Portland,
10.79803301,3.325794167,7/17/04,Good,Bend,
36.85714286,11.352,7/17/04,GOOD,La Grande,
13.96103896,4.3,7/17/04,Good,Medford,
30.84415584,9.5,7/17/04,GOOD,Portland,
18.08492154,5.570155833,7/16/04,Good,Bend,
31.92451299,9.83275,7/16/04,GOOD,La Grande,
29.40232684,9.055916667,7/16/04,Good,Medford,
26.11754058,8.0442025,7/16/04,GOOD,Portland,
19.48051948,6,7/15/04,Good,Bend,
34.46266234,10.6145,7/15/04,GOOD,La Grande,
30.34415584,9.346,7/15/04,Good,Medford,
20.35167208,6.268315,7/15/04,GOOD,Portland,
20.77922078,6.4,7/14/04,Good,Bend,
35.93127706,11.06683333,7/14/04,GOOD,La Grande,
22.07792208,6.8,7/14/04,Good,Medford,
24.02597403,7.4,7/14/04,GOOD,Portland,
13.74942641,4.234823333,7/13/04,Good,Bend,
29.41829004,9.060833333,7/13/04,GOOD,La Grande,
32.14799784,9.901583333,7/13/04,Good,Medford,
32.83603084,10.1134975,7/13/04,GOOD,Portland,
18.59378247,5.726885,7/12/04,Good,Bend,
26.73647186,8.234833333,7/12/04,GOOD,La Grande,
33.08982684,10.19166667,7/12/04,Good,Medford,
21.0536039,6.48451,7/12/04,GOOD,Portland,
15.01140152,4.623511667,7/11/04,Good,Bend,
24.46969697,7.536666667,7/11/04,GOOD,La Grande,
16.23376623,5,7/11/04,Good,Medford,
15.58441558,4.8,7/11/04,GOOD,Portland,
13.0370211,4.0154025,7/10/04,Good,Bend,
28.52435065,8.7855,7/10/04,GOOD,La Grande,
27.11958874,8.352833333,7/10/04,Good,Medford,
12.68056006,3.9056125,7/10/04,GOOD,Portland,
18.36988366,5.657924167,7/9/04,Good,Bend,
36.17072511,11.14058333,7/9/04,GOOD,La Grande,
28.81168831,8.874,7/9/04,Good,Medford,
17.49380682,5.3880925,7/9/04,GOOD,Portland,
13.01666667,4.009133333,7/8/04,Good,Bend,
27.48674242,8.465916667,7/8/04,GOOD,La Grande,
14.93506494,4.6,7/8/04,Good,Medford,
20.77922078,6.4,7/8/04,GOOD,Portland,
11.42902056,3.520138333,7/7/04,Good,Bend,
21.30898268,6.563166667,7/7/04,GOOD,La Grande,
22.25081169,6.85325,7/7/04,Good,Medford,
9.772556818,3.0099475,7/7/04,GOOD,Portland,
10.61484307,3.269371667,7/6/04,Good,Bend,
25.47537879,7.846416667,7/6/04,GOOD,La Grande,
26.433171,8.141416667,7/6/04,Good,Medford,
11.47724838,3.5349925,7/6/04,GOOD,Portland,
8.844007035,2.723954167,7/5/04,Good,Bend,
27.19940476,8.377416667,7/5/04,GOOD,La Grande,
32.14285714,9.9,7/5/04,Good,Medford,
20.12987013,6.2,7/5/04,GOOD,Portland,
14.48218615,4.460513333,7/4/04,Good,Bend,
16.23376623,5,7/4/04,GOOD,La Grande,
41.29491342,12.71883333,7/4/04,Good,Medford,
22.65801948,6.97867,7/4/04,GOOD,Portland,
11.00157738,3.388485833,7/3/04,Good,Bend,
25.04437229,7.713666667,7/3/04,GOOD,La Grande,
25.5232684,7.861166667,7/3/04,Good,Medford,
13.78359578,4.2453475,7/3/04,GOOD,Portland,
12.66233766,3.9,7/2/04,Good,Bend,
27.94967532,8.6085,7/2/04,GOOD,La Grande,
17.85714286,5.5,7/2/04,Good,Medford,
21.1038961,6.5,7/2/04,GOOD,Portland,
13.66800866,4.209746667,7/1/04,Good,Bend,
15.58441558,4.8,7/1/04,GOOD,La Grande,
31.17424242,9.601666667,7/1/04,Good,Medford,
37.19803571,11.456995,7/1/04,GOOD,Portland,
25.33353896,7.80273,9/30/03,Good,Bend,
33.76028139,10.39816667,9/30/03,GOOD,La Grande,
48.41450216,14.91166667,9/30/03,Good,Medford,
47.72727273,14.7,9/30/03,GOOD,Portland,
16.32008117,5.026585,9/29/03,Good,Bend,
30.19480519,9.3,9/29/03,GOOD,La Grande,
52.69899497,16.19,9/29/03,Mod,Medford,
38.94967532,11.9965,9/29/03,GOOD,Portland,
12.14967532,3.7421,9/28/03,Good,Bend,
24.86391869,7.658086957,9/28/03,GOOD,La Grande,
81.19737856,27.76383333,9/28/03,Mod,Medford,
70.44159129,23.29566667,9/28/03,Mod,Portland,
11.5891369,3.569454167,9/27/03,Good,Bend,
25.39556277,7.821833333,9/27/03,GOOD,La Grande,
31.81818182,9.8,9/27/03,Good,Medford,
17.53246753,5.4,9/27/03,GOOD,Portland,
13.06895833,4.025239167,9/26/03,Good,Bend,
15.25974026,4.7,9/26/03,GOOD,La Grande,
35.27678571,10.86525,9/26/03,Good,Medford,
13.34361472,4.109833333,9/26/03,GOOD,Portland,
15.82680736,4.874656667,9/25/03,Good,Bend,
24.18235931,7.448166667,9/25/03,GOOD,La Grande,
41.42261905,12.75816667,9/25/03,Good,Medford,
14.7224026,4.5345,9/25/03,GOOD,Portland,
22.07792208,6.8,9/24/03,Good,Bend,
24.91666667,7.674333333,9/24/03,GOOD,La Grande,
45.12987013,13.9,9/24/03,Good,Medford,
28.24675325,8.7,9/24/03,GOOD,Portland,
23.02412067,7.091429167,9/23/03,Good,Bend,
14.93506494,4.6,9/23/03,GOOD,La Grande,
49.08495671,15.11816667,9/23/03,Good,Medford,
14.15611472,4.360083333,9/23/03,GOOD,Portland,
17.50744777,5.392293913,9/22/03,Good,Bend,
26.14583333,8.052916667,9/22/03,GOOD,La Grande,
36.41017316,11.21433333,9/22/03,Good,Medford,
16.64285714,5.126,9/22/03,GOOD,Portland,
11.56671537,3.562548333,9/21/03,Good,Bend,
24.94720497,7.68373913,9/21/03,GOOD,La Grande,
21.75324675,6.7,9/21/03,Good,Medford,
19.15584416,5.9,9/21/03,GOOD,Portland,
11.16312771,3.438243333,9/20/03,Good,Bend,
13.63636364,4.2,9/20/03,GOOD,La Grande,
28.23701299,8.697,9/20/03,Good,Medford,
19.47429654,5.998083333,9/20/03,GOOD,Portland,
8.024112554,2.471426667,9/19/03,Good,Bend,
23.17667749,7.138416667,9/19/03,GOOD,La Grande,
26.73647186,8.234833333,9/19/03,Good,Medford,
12.80194805,3.943,9/19/03,GOOD,Portland,
11.03896104,3.4,9/18/03,Good,Bend,
26.99188312,8.3135,9/18/03,GOOD,La Grande,
17.20779221,5.3,9/18/03,Good,Medford,
22.72727273,7,9/18/03,GOOD,Portland,
12.39631223,3.818064167,9/17/03,Good,Bend,
12.01298701,3.7,9/17/03,GOOD,La Grande,
25.45941558,7.8415,9/17/03,Good,Medford,
16.83982684,5.186666667,9/17/03,GOOD,Portland,
8.570028233,2.639568696,9/16/03,Good,Bend,
23.6715368,7.290833333,9/16/03,GOOD,La Grande,
26.35335498,8.116833333,9/16/03,Good,Medford,
12.16179654,3.745833333,9/16/03,GOOD,Portland,
8.9658171,2.761471667,9/15/03,Good,Bend,
25.0603355,7.718583333,9/15/03,GOOD,La Grande,
44.15584416,13.6,9/15/03,Good,Medford,
18.18181818,5.6,9/15/03,GOOD,Portland,
8.786444805,2.706225,9/14/03,Good,Bend,
12.01298701,3.7,9/14/03,GOOD,La Grande,
34.71807359,10.69316667,9/14/03,Good,Medford,
13.29437229,4.094666667,9/14/03,GOOD,Portland,
12.84474297,3.956180833,9/13/03,Good,Bend,
27.15151515,8.362666667,9/13/03,GOOD,La Grande,
27.34307359,8.421666667,9/13/03,Good,Medford,
15.11634199,4.655833333,9/13/03,GOOD,Portland,
14.93506494,4.6,9/12/03,Good,Bend,
23.2405303,7.158083333,9/12/03,GOOD,La Grande,
14.61038961,4.5,9/12/03,Good,Medford,
12.16179654,3.745833333,9/12/03,GOOD,Portland,
4.054525692,1.248793913,9/11/03,Good,Bend,
11.03896104,3.4,9/11/03,GOOD,La Grande,
28.96160361,8.920173913,9/11/03,Good,Medford,
7.680735931,2.365666667,9/11/03,GOOD,Portland,
7.889583333,2.429991667,9/10/03,Good,Bend,
25.04437229,7.713666667,9/10/03,GOOD,La Grande,
26.06601732,8.028333333,9/10/03,Good,Medford,
8.567099567,2.638666667,9/10/03,GOOD,Portland,
7.396309524,2.278063333,9/9/03,Good,Bend,
27.43885281,8.451166667,9/9/03,GOOD,La Grande,
10.71428571,3.3,9/9/03,Good,Medford,
14.28571429,4.4,9/9/03,GOOD,Portland,
5.692272727,1.75322,9/8/03,Good,Bend,
13.96103896,4.3,9/8/03,GOOD,La Grande,
23.95887446,7.379333333,9/8/03,Good,Medford,
13.14664502,4.049166667,9/8/03,GOOD,Portland,
10.53532468,3.24488,9/7/03,Good,Bend,
38.68944099,11.91634783,9/7/03,GOOD,La Grande,
27.88582251,8.588833333,9/7/03,Good,Medford,
11.32467532,3.488,9/7/03,GOOD,Portland,
16.23376623,5,9/6/03,Good,Bend,
41.31087662,12.72375,9/6/03,GOOD,La Grande,
41.23376623,12.7,9/6/03,Good,Medford,
13.63636364,4.2,9/6/03,GOOD,Portland,
13.15864448,4.0528625,9/5/03,Good,Bend,
32.46753247,10,9/5/03,GOOD,La Grande,
33.66450216,10.36866667,9/5/03,Good,Medford,
14.27922078,4.398,9/5/03,GOOD,Portland,
37.90909656,11.67600174,9/4/03,Good,Bend,
74.03041039,24.85316667,9/4/03,MOD,La Grande,
35.89935065,11.057,9/4/03,Good,Medford,
36.88149351,11.3595,9/4/03,GOOD,Portland,
46.02861742,14.17681417,9/3/03,Good,Bend,
62.62621441,20.22166667,9/3/03,MOD,La Grande,
37.66233766,11.6,9/3/03,Good,Medford,
68.48241206,22.5,9/3/03,Mod,Portland,
48.11382035,14.81905667,9/2/03,Good,Bend,
57.15577889,18,9/2/03,MOD,La Grande,
58.61900754,18.59425,9/2/03,Mod,Medford,
33.38528139,10.28266667,9/2/03,GOOD,Portland,
67.05880406,22.02184083,9/1/03,Mod,Bend,
48.47835498,14.93133333,9/1/03,GOOD,La Grande,
53.18324958,16.38666667,9/1/03,Mod,Medford,
12.35876623,3.8065,9/1/03,GOOD,Portland,
67.74371859,22.3,8/31/03,Mod,Bend,
53.17903867,16.38495652,8/31/03,MOD,La Grande,
66.51256281,21.8,8/31/03,Mod,Medford,
12.98701299,4,8/31/03,GOOD,Portland,
52.26505155,16.01376583,8/30/03,Mod,Bend,
47.07792208,14.5,8/30/03,GOOD,La Grande,
41.39069264,12.74833333,8/30/03,Good,Medford,
30.82467532,9.494,8/30/03,GOOD,Portland,
24.05551136,7.4090975,8/29/03,Good,Bend,
32.97808442,10.15725,8/29/03,GOOD,La Grande,
35.13311688,10.821,8/29/03,Good,Medford,
24.62012987,7.583,8/29/03,GOOD,Portland,
46.65642045,14.3701775,8/28/03,Good,Bend,
26.06601732,8.028333333,8/28/03,GOOD,La Grande,
27.50270563,8.470833333,8/28/03,Good,Medford,
19.80519481,6.1,8/28/03,GOOD,Portland,
88.17890042,30.59918609,8/27/03,Mod,Bend,
30.10470779,9.27225,8/27/03,GOOD,La Grande,
26.83225108,8.264333333,8/27/03,Good,Medford,
9.847402597,3.033,8/27/03,GOOD,Portland,
17.14967803,5.282100833,8/26/03,Good,Bend,
17.20779221,5.3,8/26/03,GOOD,La Grande,
30.43993506,9.3755,8/26/03,Good,Medford,
9.822781385,3.025416667,8/26/03,GOOD,Portland,
80.05527638,27.3,8/25/03,Mod,Bend,
48.5741342,14.96083333,8/25/03,GOOD,La Grande,
22.72727273,7,8/25/03,Good,Medford,
23.7012987,7.3,8/25/03,GOOD,Portland,
88.88266332,30.885,8/24/03,Mod,Bend,
56.45196817,17.71416667,8/24/03,MOD,La Grande,
31.25405844,9.62625,8/24/03,Good,Medford,
20.04058442,6.1725,8/24/03,GOOD,Portland,
52.86020251,16.25547,8/23/03,Mod,Bend,
49.67532468,15.3,8/23/03,GOOD,La Grande,
30.80708874,9.488583333,8/23/03,Good,Medford,
16.49512987,5.0805,8/23/03,GOOD,Portland,
19.36941017,5.965778333,8/22/03,Good,Bend,
66.91186767,21.96216667,8/22/03,MOD,La Grande,
17.85714286,5.5,8/22/03,Good,Medford,
18.12012987,5.581,8/22/03,GOOD,Portland,
22.51427442,6.934396522,8/21/03,Good,Bend,
53.67961055,16.58825,8/21/03,MOD,La Grande,
33.21753247,10.231,8/21/03,Good,Medford,
25.50649351,7.856,8/21/03,GOOD,Portland,
29.32457251,9.031968333,8/20/03,Good,Bend,
28.89150433,8.898583333,8/20/03,GOOD,La Grande,
29.36137775,9.043304348,8/20/03,Good,Medford,
21.20897285,6.532363636,8/20/03,GOOD,Portland,
16.55844156,5.1,8/19/03,Good,Bend,
25.60308442,7.88575,8/19/03,GOOD,La Grande,
21.75324675,6.7,8/19/03,Good,Medford,
12.01298701,3.7,8/19/03,GOOD,Portland,
10.0644724,3.0998575,8/18/03,Good,Bend,
23.75135281,7.315416667,8/18/03,GOOD,La Grande,
27.8538961,8.579,8/18/03,Good,Medford,
10.19209957,3.139166667,8/18/03,GOOD,Portland,
9.122767857,2.8098125,8/17/03,Good,Bend,
23.4647092,7.227130435,8/17/03,GOOD,La Grande,
28.04545455,8.638,8/17/03,Good,Medford,
10.58603896,3.2605,8/17/03,GOOD,Portland,
10.82680465,3.334655833,8/16/03,Good,Bend,
26.30546537,8.102083333,8/16/03,GOOD,La Grande,
29.00324675,8.933,8/16/03,Good,Medford,
14.28571429,4.4,8/16/03,GOOD,Portland,
11.97845632,3.689364545,8/15/03,Good,Bend,
14.61038961,4.5,8/15/03,GOOD,La Grande,
27.53463203,8.480666667,8/15/03,Good,Medford,
24.81281762,7.642347826,8/15/03,GOOD,Portland,
13.0465368,4.018333333,8/14/03,Good,Bend,
34.60633117,10.65875,8/14/03,GOOD,La Grande,
32.29166667,9.945833333,8/14/03,Good,Medford,
23.48755411,7.234166667,8/14/03,GOOD,Portland,
19.48051948,6,8/13/03,Good,Bend,
26.09794372,8.038166667,8/13/03,GOOD,La Grande,
21.1038961,6.5,8/13/03,Good,Medford,
17.20779221,5.3,8/13/03,GOOD,Portland,
14.10034903,4.3429075,8/12/03,Good,Bend,
16.88311688,5.2,8/12/03,GOOD,La Grande,
27.79004329,8.559333333,8/12/03,Good,Medford,
15.41179654,4.746833333,8/12/03,GOOD,Portland,
8.786444805,2.706225,8/11/03,Good,Bend,
24.75703463,7.625166667,8/11/03,GOOD,La Grande,
23.57575758,7.261333333,8/11/03,Good,Medford,
11.52164502,3.548666667,8/11/03,GOOD,Portland,
8.719180195,2.6855075,8/10/03,Good,Bend,
26.0021645,8.008666667,8/10/03,GOOD,La Grande,
9.74025974,3,8/10/03,Good,Medford,
12.98701299,4,8/10/03,GOOD,Portland,
11.99272457,3.693759167,8/9/03,Good,Bend,
14.93506494,4.6,8/9/03,GOOD,La Grande,
24.18235931,7.448166667,8/9/03,Good,Medford,
18.07088745,5.565833333,8/9/03,GOOD,Portland,
14.86268128,4.577705833,8/8/03,Good,Bend,
32.32359307,9.955666667,8/8/03,GOOD,La Grande,
27.91774892,8.598666667,8/8/03,Good,Medford,
18.71103896,5.763,8/8/03,GOOD,Portland,
8.382857143,2.58192,8/7/03,Good,Bend,
38.35629588,11.81373913,8/7/03,GOOD,La Grande,
17.85714286,5.5,8/7/03,Good,Medford,
17.20779221,5.3,8/7/03,GOOD,Portland,
20.87652739,6.429970435,8/6/03,Good,Bend,
29.54545455,9.1,8/6/03,GOOD,La Grande,
29.71118012,9.151043478,8/6/03,Good,Medford,
41.70725108,12.84583333,8/6/03,GOOD,Portland,
18.74160714,5.772415,8/5/03,Good,Bend,
29.51129305,9.089478261,8/5/03,GOOD,La Grande,
30.56764069,9.414833333,8/5/03,Good,Medford,
47.27164502,14.55966667,8/5/03,GOOD,Portland,
14.37233202,4.426678261,8/4/03,Good,Bend,
34.62229437,10.66366667,8/4/03,GOOD,La Grande,
21.1038961,6.5,8/4/03,Good,Medford,
33.44155844,10.3,8/4/03,GOOD,Portland,
13.31559524,4.101203333,8/3/03,Good,Bend,
23.7012987,7.3,8/3/03,GOOD,La Grande,
37.62337662,11.588,8/3/03,Good,Medford,
24.12770563,7.431333333,8/3/03,GOOD,Portland,
13.85371212,4.266943333,8/2/03,Good,Bend,
21.24512987,6.5435,8/2/03,GOOD,La Grande,
37.08062771,11.42083333,8/2/03,Good,Medford,
13.34361472,4.109833333,8/2/03,GOOD,Portland,
18.18181818,5.6,8/1/03,Good,Bend,
30.1525974,9.287,8/1/03,GOOD,La Grande,
25.97402597,8,8/1/03,Good,Medford,
14.61038961,4.5,8/1/03,GOOD,Portland,
17.91201028,5.516899167,7/31/03,Good,Bend,
17.85714286,5.5,7/31/03,GOOD,La Grande,
36.37824675,11.2045,7/31/03,Good,Medford,
17.92316017,5.520333333,7/31/03,GOOD,Portland,
18.33801948,5.64811,7/30/03,Good,Bend,
30.31222944,9.336166667,7/30/03,GOOD,La Grande,
40.33712121,12.42383333,7/30/03,Good,Medford,
25.65422078,7.9015,7/30/03,GOOD,Portland,
16.63398268,5.123266667,7/29/03,Good,Bend,
29.37040043,9.046083333,7/29/03,GOOD,La Grande,
29.22077922,9,7/29/03,Good,Medford,
27.5254329,8.477833333,7/29/03,GOOD,Portland,
17.55424054,5.406706087,7/28/03,Good,Bend,
19.48051948,6,7/28/03,GOOD,La Grande,
33.88798701,10.4375,7/28/03,Good,Medford,
22.89664502,7.052166667,7/28/03,GOOD,Portland,
24.66089286,7.595555,7/27/03,Good,Bend,
32.35551948,9.9655,7/27/03,GOOD,La Grande,
35.6758658,10.98816667,7/27/03,Good,Medford,
22.50270563,6.930833333,7/27/03,GOOD,Portland,
55.67839196,17.4,7/26/03,Mod,Bend,
43.70535714,13.46125,7/26/03,GOOD,La Grande,
24.02597403,7.4,7/26/03,Good,Medford,
18.83116883,5.8,7/26/03,GOOD,Portland,
85.18540197,29.38345917,7/25/03,Mod,Bend,
27.92207792,8.6,7/25/03,GOOD,La Grande,
31.81818182,9.8,7/25/03,Good,Medford,
17.80005411,5.482416667,7/25/03,GOOD,Portland,
22.7999053,7.022370833,7/24/03,Good,Bend,
25.49134199,7.851333333,7/24/03,GOOD,La Grande,
43.68939394,13.45633333,7/24/03,Good,Medford,
12.06331169,3.7155,7/24/03,GOOD,Portland,
38.87614719,11.97385333,7/23/03,Good,Bend,
27.98160173,8.618333333,7/23/03,GOOD,La Grande,
80.30150754,27.4,7/23/03,Mod,Medford,
15.58441558,4.8,7/23/03,GOOD,Portland,
25.51291126,7.857976667,7/22/03,Good,Bend,
17.85714286,5.5,7/22/03,GOOD,La Grande,
99.74432998,35.29616667,7/22/03,Mod,Medford,
14.77164502,4.549666667,7/22/03,GOOD,Portland,
10.46513552,3.223261739,7/21/03,Good,Bend,
25.12418831,7.73825,7/21/03,GOOD,La Grande,
41.6461039,12.827,7/21/03,Good,Medford,
13.78679654,4.246333333,7/21/03,GOOD,Portland,
23.7012987,7.3,7/20/03,Good,Bend,
22.63392857,6.97125,7/20/03,GOOD,La Grande,
23.05194805,7.1,7/20/03,Good,Medford,
11.03896104,3.4,7/20/03,GOOD,Portland,
24.5039421,7.547214167,7/19/03,Good,Bend,
8.441558442,2.6,7/19/03,GOOD,La Grande,
34.49458874,10.62433333,7/19/03,Good,Medford,
10.93073593,3.366666667,7/19/03,GOOD,Portland,
15.91649351,4.90228,7/18/03,Good,Bend,
31.20616883,9.6115,7/18/03,GOOD,La Grande,
37.68722944,11.60766667,7/18/03,Good,Medford,
14.03300866,4.322166667,7/18/03,GOOD,Portland,
17.26178571,5.31663,7/17/03,Good,Bend,
24.40584416,7.517,7/17/03,GOOD,La Grande,
22.72727273,7,7/17/03,Good,Medford,
12.33766234,3.8,7/17/03,GOOD,Portland,
36.58915043,11.26945833,7/16/03,Good,Bend,
29.09902597,8.9625,7/16/03,GOOD,La Grande,
28.23701299,8.697,7/16/03,Good,Medford,
9.502705628,2.926833333,7/16/03,GOOD,Portland,
26.65640963,8.210174167,7/15/03,Good,Bend,
25.44025974,7.8356,7/15/03,GOOD,La Grande,
27.24729437,8.392166667,7/15/03,Good,Medford,
14.3284632,4.413166667,7/15/03,GOOD,Portland,
52.23115578,16,7/14/03,Mod,Bend,
